doc_id,doc_type,source,token_count
sample_984,sample,真的太睿智了，合着中年男只能和它一队，从来排不到对面队伍是吧,4
sample_985,sample,黑人都是默默默默默默默默默默默,2
sample_986,sample,小红书一堆脑瘫,2
sample_987,sample,中国女权被外国女权歧视🐶？，我们要有民族自信心 ！外国女权明明是眼红我们。,6
sample_988,sample,又是某东北人到这里反串的吧🥰,2
sample_989,sample,问题的来源就是现在女性对社会贡献和地位越来越高，以及女人的脑子蠢p事多,9
sample_990,sample,谁都能有自己的想法。我也更不会说什么txl才是真爱异性只为了繁殖。,5
sample_991,sample,哈哈哈～甘肃也很想和中国建交啊。但是TG不鸟。,3
sample_992,sample,这都不是真女拳，真女拳因为谷爱凌挑战郭女白瘦幼审美观都骂她呢,1
sample_993,sample,无论你在贴吧任何吧，多会说，多牛皮，多胆大，如果一旦到了女权吧，请保持沉默或敬畏，否则你就是捅了马蜂窝，刺激了老虎，得罪了狼！,2
sample_994,sample,这不用王水洗,1
sample_995,sample,黑大姐在准备做土豆肉饼，水、面粉、酵母、糖、盐、非洲香料，一个都不能少。,4
sample_996,sample,苏格拉底亚里士多德孔子等一众哲学家对女人的评价那张图，黑色背景的,3
sample_997,sample,抖音微博一大堆[蹲],3
sample_998,sample,我请教答主一个问题：有一个中国女人嫁给一个美国男人，现在中国和美国要开战了，这个美国男人要上战场杀中国人了，那么这个中国女人会不会帮助中国人给自己老公下毒？还是会好好相夫教子，让自己老公在战场上放心的,13
sample_999,sample,抢占市场外销便宜,1
sample_1000,sample,偷井盖这真不是黑，现在招工还有不要河南人的，河南人太奸，还喜欢报团，坏心思多。东北才是被黑的最惨的，我希望有个东北哥们而不是河南,12
sample_1002,sample,居然只是不能接受被黑人睡过，你这要求也太卑微了吧🙄,5
sample_1003,sample,我相信时间会改变一切，并且可能朝着两个方向发展要么，国民受教育程度变高，新生一代对多元文化更加包容要么，国民道德水平普遍降低，对滥交等行为的忍受度上升（譬如，未来医学在艾滋病领域取得突破性进展）值得一,26
sample_1004,sample,嘴溅就骂回去，惯的,1
sample_1006,sample,当然有了，但是大多数都有自知之明的。别人还没喜欢你的，你就自作主张的以为别人喜欢你，我该怎么称呼这样的行为呢？,7
sample_1007,sample,小丑能出来说一说你的成分吗,2
sample_1008,sample,有对线的时间不如把熊猫头塞对面眼睛里查看动图,3
sample_1009,sample,楼主高瞻远瞩,1
sample_1010,sample,因为北京满遗多,1
sample_1011,sample,躺平不意味着放弃斗争，正是因为没有了后顾之忧才能一心一意地反女拳反到底，某些二极管想想是不是这么个道理,8
sample_1012,sample,好像，最可笑的是你吧🤣,2
sample_1013,sample,为什么有些动物喜欢吃大便？比如狗、大猩猩、金龟子、羌螂。,2
sample_1014,sample,emmm 百度说的就一定对吗🤔,2
sample_1015,sample,谁又不想长寿呢,1
sample_1016,sample,好青年，知道艾滋的厉害。,3
sample_1017,sample,确实看见过“江苏这挨屠的地方就该全部死光”的说法😓,6
sample_1018,sample,今日头条，怀疑就是故意的，专门给你推送类似的话题，挑事,6
sample_1019,sample,四川被东部沿海歧视的比较多，其他的都还好（我觉得我作为一个四川人似乎除了去长三角最东边那个超级城市被歧视过之外一直挺受欢迎来着）,11
sample_1020,sample,我国2018年的书看看同性恋是不是要治疗。,5
sample_1021,sample,我也是南北混血，一看南方人看不起北方人，我觉得这些人莫名其妙,6
sample_1022,sample,原谅宝2.0?,1
sample_1023,sample,"我现在生活很不错，但也歧视黑人和对它们有好感的easygirl,离开中国的除外。",7
sample_1024,sample,西游记本来就讽刺社会的,3
sample_1025,sample,说不好啊。。。。,1
sample_1027,sample,这些南满估计连河南人都没见过就开始变着法的黑河南、黑北方了,6
sample_1028,sample,他们眼里东北985都不如民办,2
sample_1030,sample,由于未知的原因，我暂时找不到《April Magazine》的原文，但是《Nextshark》（专做亚裔美国人新闻）转载了。可以证实的是，确实有这么一篇文章，但结合原文内容来看，作者举的自恨例子是一位,18
sample_1031,sample,和黑种人结婚就是把后代变黑，黄种人白种人和黑种人结婚生下来的都是黑种人，黑种人的基因顽强是有目共睹的，多和黑种人结婚，几百年后整个地球都是黑色的,8
sample_1033,sample,人家说的是生理上而不是理性。,3
sample_1034,sample,你想多了，不要这么自卑，大多数女生喜欢白白嫩嫩大小适中的。没人喜欢身经百战的黑杰宝,5
sample_1036,sample,有几个女的能和在中国的黑人走下去的？？最后要么半路黑人消失，要么生了个黑仔后黑人小时。最后女的默不吭声的找个所谓的国人老实人接盘。你明盘也就算了，有哪个女的会告知那个男的自己曾经跟黑人好过？更不要说—,18
sample_1037,sample,嫁鸡随鸡，嫁狗随狗，嫁给黑人就离开中国，不要待娘家,5
sample_1038,sample,笑死了后面还有在发阴阳贴的说什么不敢出来见人我挺好奇的那这种寻衅滋事的跟警察见面好吧不都喜欢拉人吗？笑死,7
sample_1039,sample,黑人没有教化的。非洲黑人把讨吃当成好传统，教会小孩讨吃。,6
sample_1040,sample,还是说清楚好，你会有别的念头对她，以后也会有别的女人以同样的理由对你,5
sample_1041,sample,没有几万块的东西算礼物,3
sample_1042,sample,希望用火全部烧死,2
sample_1043,sample,你这个南满,1
sample_1044,sample,你评论下面看见没，张口就黑某省的，是美国的ip。讲真我作为河南人，第一次听说东北人被黑的很惨，也是从几个东北人口中抱怨得知的。身边外地人真没见过黑东北。,16
sample_1045,sample,这位亲爱的中国朋友你好！非常感谢你对我们非洲人的认可、尊重、爱戴和理解，我们黑人将铭记在心，同时历史文化博大精深的我们也明白滴水之恩当以涌泉相报的道理，我们将努力传播中非友谊，把非洲老家的父老乡亲七大,42
sample_1046,sample,有可能存在挑拨,3
sample_1047,sample,对待黑蛆直接清空弹夹完事,3
sample_1048,sample,这个“大部分”和“少部分”还真不好下结论，因为人数占比的问题，txl爱上yxl的例子真是太多了。而陷入爱里的人，能够做到不打扰还真不是件容易的事。而一些被过度打扰的直人就很容易产生反同情绪。,12
sample_1049,sample,底层逻辑，希望广大男同胞注意,4
sample_1050,sample,现在互联网上男性对这张图的评价是打情骂俏，那就让我们再过5年后看看吧，若还是那德行，可能真没救了,7
sample_1051,sample,我是湖北的我不反对哦，好多男孩确实爱面子，兜里没钱吃喝玩都要好的，不过好的也有很多，属于两极分化了，是因为我们那的人讲理，很客气咋说了就是想把自己好的待客，算烟都拿最好的，其他坏毛病少，别喷我啊,8
sample_1052,sample,性骚扰，好死但我觉得女的也应该加入性骚扰罪名，靠近身边能一拳放倒，免得反过来污蔑他人,5
sample_1053,sample,这一次已经无需再重复了。,2
sample_1054,sample,国女傻子太多,2
sample_1055,sample,不予置评……不过你问我的话我可能给你输出racial discrimination观念。（虽然并未接触过默）,4
sample_1056,sample,学校不都是一长排的那种？你没上过学？还感到尴尬，00后就是事多,3
sample_1057,sample,他不是种族歧视 他是物种歧视,4
sample_1059,sample,女友是越南人啊，哈哈哈哈哈哈，怎么不找个白人小姐姐呢？,4
sample_1060,sample,一切起因都是因为我当时偶然发现它用它之前的号在艾滋病吧的帖子，就在当天它就作假我的图片,7
sample_1061,sample,爷不是种族主义，爷就是单纯的讨厌黑人,5
sample_1062,sample,真的是哈哈哈,2
sample_1063,sample,牛顿特斯拉达芬奇等都没有结婚,2
sample_1064,sample,出车祸死人的事件也很多，怎么办，不出门了?,3
sample_1065,sample,影视文化都被抹黑了！！！,1
sample_1066,sample,觉得自己若还算是华裔的话，生下的娃带出国外吧，阿里嘎多😆,3
sample_1067,sample,反同乃大势所趋,1
sample_1069,sample,这好事啊，光宗耀祖的事情隐瞒啥，大方说出来嘛❤️,4
sample_1070,sample,答主，我河南学校不少，能满足本省学生的上升欲望。如果你想说河南没有几所名校这点儿我愿意承认。不过从你的回答当中，你肯定没有查过、问过河南有几所本专科。,13
sample_1071,sample,起码自私 中国上到公务员 下到服务员 到要求五官端正 形象气质佳 黑不溜秋的除了进工厂 连工作都找不到 如果是黑人土豪还情有可原,8
sample_1073,sample,豆瓣，男女势力基本是1：99。除了看剧外我基本不用。就感情小组就很多，那些女的不管真假就一个事B，你就算中立也会被秒删。而且豆瓣小组是可以报团的。这点知乎和抖音虽然表面上男性占优，但是不方便报团，威力,13
sample_1074,sample,啥，东北也内斗？🤣,1
sample_1076,sample,重金求子现在都还有人被骗。,1
sample_1077,sample,的确，这个才是重点,2
sample_1079,sample,外卖送到都是有时限的，没有按时让顾客收到外卖还不允许给差评吗？居然还普信男指责受害者！难道普信男都是送外卖的吗，经常被差评敢怒不敢言？真是太下头了！,8
sample_1080,sample,赚流量而已,1
sample_1081,sample,同性恋跟异性恋是不一样的，或许是因为我们中国的思想已经根深蒂固，以至于我们有了您这样的看法,8
sample_1082,sample,🐶西北已经有顺口溜了，兄弟加油,2
sample_1083,sample,长得和个老鼠似的,1
sample_1084,sample,这下长知识了,1
sample_1085,sample,广西人确实脸圆鼻子塌，但是看起来很可爱，我对象就是广西人，广西人都比较温柔,6
sample_1086,sample,新疆人被歧视和其他省份人被歧视，本质上是不同的，有不同的东西在里面，你新疆基层干不少时间了，这应该能懂。,10
sample_1087,sample,真的吗，这才是法律的公正,4
sample_1089,sample,你觉得大便好吃，虽然你也不强迫人们吃大便，但是到处宣传大便好吃，宣传喜欢吃大便是天生的改不了要尊重，有人说的不便不好你就口诛笔伐，绝对不能说大便很臭,12
sample_1090,sample,也不能这么说吧，毕竟只是肤色不同而已。不装了，我摊牌了。我就是种族歧视了，就是看不起给人,6
sample_1091,sample,急了，想要默了,1
sample_1092,sample,斗音快手上很多外国网红，粉丝百万以上,4
sample_1093,sample,含米特人（Hamite）　　旧译含族，又称哈姆人。在昔日非洲学中，含米特人一般分为北支和东支：北支指柏柏尔人，东支指古埃及人、科普特人和库希特各族。根据近现代的研究证明，实际上并不存在统一的含米特语族,29
sample_1094,sample,同样的内容，男权女权吧各发一次,5
sample_1095,sample,外国那种不带套的习惯，还真让人害怕,4
sample_1096,sample,咱们没人家团结，我经常去剑网3吧看攻略，结果，现在哈哈哈哈哈哈哈哈哈哈哈哈哈哈全都是籹全尸在打拳。,7
sample_1097,sample,真相了，就像我喜欢黑江浙沪焊奸多,3
sample_1098,sample,麻烦查一下历史，不要被不知名文章骗了说什么上海100年前就是小渔村，上海以前就是富庶之地，到现在不知道为多少地区输送人员和物资。,11
sample_1099,sample,我的好几个贴，都被删除了，会不会是这玩意举报的？,5
sample_1100,sample,不认识商丘信阳的人，只认识洛阳郑州开封的🙁,2
sample_1101,sample,地域黑子出来答话,2
sample_1102,sample,为什么不能?就这么喜欢政治正确?,4
sample_1103,sample,都魔障了，而且又当又立，硬说别人是小号还死鸭子嘴硬，结果半点证据都拿不出来，这都有人附和他，ip啊，ip都不会看吗，就这还想洗白自己，连承认错误都不敢，还能干什么,8
sample_1104,sample,我发现你是贼喊捉贼，河南那么多人在武汉上班工作读书，你还觉得武汉人黑你们，武汉给了多少名额河南的学生？强行自我加戏真心很楼，倒是河南人黑武汉黑的不少，只要武汉有事 ，下边最多的就是河南的在火上浇油，前,23
sample_1105,sample,你管人家什么奸，我又不是美国人。我就要站在中国人的立场，帮着中国的的就是自己人，帮着美国人的就是敌人。,6
sample_1106,sample,因为一个人讨厌一个群体本身就不正常吧，你会因为讨厌一个男同而讨厌所有男人吗,7
sample_1108,sample,安徽是泄洪区，上游的水最后都跑到安徽了,2
sample_1109,sample,我一直以为是山西呢🤣我是山西的，不要看ip，那是暂时的。说实话我很喜欢东北，也很喜欢东北人的那种豪爽,7
sample_1111,sample,和医生们吃饭。他们提到有医生给一个女人做阴道内窥镜检查时把那层膜捅破了，吓得不得了，怕病人会去告状。妇科主任过来看了一下，说：“怕什么！你不见里面全是息肉和梅毒吗？”在医院工作的人说话都重口味。和他们,12
sample_1112,sample,怎么回事反同恋吧被同性恋占领了。真的不知道说什么好。神淋看了都要哭。等着被吸吧,5
sample_1113,sample,挺你，默只要不来中国，就是好默,1
sample_1114,sample,河南跟安徽都是穷省，外出打工的人多，所以就成了被黑的对象😅,4
sample_1116,sample,活该，谁叫你们接盘的,2
sample_1117,sample,直接不接女单就好了，吊事那么多,2
sample_1119,sample,黑黑砸在中国，永远受到歧视，排斥。嫁黑人，必须接受这一点。黑砸智伤低下，学习不好，能有多好得未来?,13
sample_1120,sample,直男最擅长的不就是双标吗😆所以现在很多时候我已经懒得讲道理，看见nt直接骂就好了😆,9
sample_1121,sample,男人变态有什么错,2
sample_1122,sample,再说了，个人是个人，群体是群体，我还被直癌晚期在那磕呢,2
sample_1123,sample,说实话，我小红书微博关注的美女的对象都是鲜肉帅哥。我真的羡慕不已啊😅,8
sample_1125,sample,难道你浙江人不黑我四川人？,3
sample_1126,sample,这样下去，中国很难强下去。,2
sample_1127,sample,评论里山东还在夸夸自己的，希望下一轮南方攻击你们能扛得住，因为当年河南和东北被黑的时候，开始造势也是这个样，后来就控制不住了😆😆😆,10
sample_1128,sample,就算是男女朋友那又怎么了？地域黑吗,2
sample_1129,sample,我觉得你这扯淡了，我东北人从小班里满族回族朝鲜族锡伯族，见怪不怪，没人专门因为这个欺负你,6
sample_1130,sample,人工举报了,1
sample_1131,sample,也没这个必要无差别攻击吧。。。,2
sample_1133,sample,爱情会有的，面包也会有的。在这糟糕的时代里，我们必须舍弃一些东西，因为总有别的需要被照顾。我们应有最遥远的梦想，即使明日天寒地冻，路远马亡。晚安，陌生人。,8
sample_1134,sample,太欺负人了,1
sample_1135,sample,可能你的对象不对脾气吧，慢慢找能找到好的对象。你这嫖娼和谈恋爱不能等同的啊。,6
sample_1136,sample,没有什么说错不说错，只有意见不统一。这件事无关对错，只有立场和意见一不一样，三观不同，互相尊重，设身处地，三思再评，求同存异，谋求共一。,11
sample_1137,sample,骗子不是都来自河南，经常遇到骗子就要想想为什么身边都是骗子❤️,9
sample_1138,sample,千万别，我是千真万确工地搬砖小工，你这么搞我都不敢登录知乎学习了。,3
sample_1139,sample,描述太温柔了,1
sample_1140,sample,南方百越汉人恨不得东北人全民奋勇抗日，全部为国捐躯呢，东北人全死光了，他们好北上“继承”他们“自古以来”的领土。,3
sample_1141,sample,搁着说鸡接客比鸭多了，既然谈到艾滋病传播的原罪是男是女来了，那不谈谈男人独特的性癖好了，还不是他们是个洞都能插，干了什么野生动物，能带来艾滋病这鬼东西吗。,8
sample_1142,sample,猩猩拍皮球,1
sample_1143,sample,因为男人理性思维不好骗啊，鸡汤就像网络传销，是要变现的，你说傻子好骗还是聪明人好骗,6
sample_1144,sample,让黑女生混血黑妹嫁给中国人，两代就稀释干净了,5
sample_1145,sample,😅😅被黑人搞过的有几种，一种是人傻媚外的，不能要。一种是性瘾大喜欢大家伙的，也不能要。,5
sample_1146,sample,幕刃嘛，是这样的，富联嘛，是这样的,1
sample_1147,sample,除非没办法是什么意思，不结婚不也是一个办法？,3
sample_1148,sample,别别别我河南的，我们没有这种人渣,3
sample_1149,sample,热知识：同性恋和异性恋只是用来区分性取向的,6
sample_1150,sample,犹太教也有很多极端教义 所以你想表达什么 思考阴谋论就是很会思考是吗 反正每个人都管好自己 现在至少不是嫁鸡随鸡嫁狗随狗的封建时代了 女人可以选择不婚不育 也可以选择结婚选择自己的配偶 不管男生女生都,18
sample_1151,sample,你的回答真的秀，快让你骂一遍了,3
sample_1152,sample,嫁黑人我不反对，我只歧视。最好出中国永远别回来了。,7
sample_1153,sample,当然，如果前男友是科比、乔丹、詹姆斯等，或许会有部分人能接受,4
sample_1154,sample,有能耐别拿我每个月扣的个人所得税在那好大喜功啊，别拿资源说事，你几百亿投下去，人家几十万美金搞一场政变就能让你所谓的资源打水漂，哪有什么兄弟之情，还不是利益,6
sample_1155,sample,雇个穷的，得癌症的，去泼她一脸流酸，让她生无所恋,1
sample_1157,sample,我说的娶黑人的，你就肯定一个没有？如果有是不是应该同一个标准,6
sample_1158,sample,错误的，答主大概是辽宁那面的，但辽宁不是被黑的最惨的，黑龙江才是，如果debuff叠满的话，应该是，你是满族的黑龙江人，目前人在河南，喜欢玩王者荣耀,11
sample_1159,sample,哪敢歧视魔都天龙人😆,1
sample_1160,sample,别抨击，让彩礼飞一会儿,1
sample_1161,sample,因为和女犬讲男女平等讲不通就只好以暴制暴了,2
sample_1162,sample,哦？腐癌说的不是txl？😆,2
sample_1163,sample,原来是个**,1
sample_1164,sample,既然都是身为局内人那就不予评价。看看别的贴吧的人如何评价他,2
sample_1165,sample,平权就是男女平等，男人当兵女人也当兵，然后伤害男女都是按同等处罚,6
sample_1166,sample,女权主义者振振有辞地宣扬这样的观点：性爱是一种普通的娱乐活动，在做好避孕和安全措施，确保不会怀孕和感染性病之下，它与踢足球、打羽毛球、唱卡拉OK等活动的性质完全一样。但是并不是这么简单.基因不会制造一,23
sample_1167,sample,那种到处想掰弯别人的多半不是真的同性恋，而是那种受腐文化影响“跟风”的人，要是真的喜欢一个人……多半是不会这样的，部分同性恋看见异性关于亲密的动作也可能不适，所以我不觉得“感到不适”本身有什么问题【没,21
sample_1168,sample,有过黑人男朋友的女的，但凡我知道了，我话都不会和她再多说一句，直接拉黑。见面也不会看她，她不配入我眼,9
sample_1169,sample,🐶🐶肯定是国楠自己造成的呀，国楠不配娶她们,3
sample_1170,sample,东北人才是最喜欢黑别人的，我就评论了一下，就被追着骂了,6
sample_1171,sample,我写了一首古诗也被删除，真是的不正常，为什么？,3
sample_1172,sample,往全体上骂不是所有女拳的特权吗，那件事没有骂全体的见怪不怪,5
sample_1173,sample,我建议你把这篇回答删掉 被她们看去就完了！！,2
sample_1174,sample,媒体、网络有人带风向。特别是贬低中国人，媚外崇外的声音，一直有。,8
sample_1175,sample,你就别幻想了，刘某，你只是个奇趣蛋。,1
sample_1177,sample,差不多，国内男的如果知道女朋友以前上过黑人，100%要分手。当然我说的是正常人。,9
sample_1178,sample,人家骂东北，你非拉河南一把干什么？东北的火车站小偷也不少，按你那么说东北人也都是坏人呗，以前广州火车站还有过东北人组织的黑帮团伙，那更有的黑了,8
sample_1179,sample,是抖音那个叫女明星的么？,1
sample_1180,sample,哈哈哈，别自欺欺人了四川的黑帽门了解一下,4
sample_1181,sample,就像杨笠的“普信男”，这三个字被滥用是必然，因为一个男生一旦自信，就不再是一名合格的“供养者”了，自信的男生是不会一味的付出、放下尊严当舔狗的，所以某些女生自然会打击男生的自信：“如果你不奉献出你的一,14
sample_1182,sample,美国有种族歧视，中国有地域歧视很正常,6
sample_1183,sample,“相关法律法规和政策”,2
sample_1184,sample,越来越多的男人不想结婚了。,4
sample_1185,sample,爱情没有任何性别的界限,2
sample_1186,sample,你说对了，我就是歧视黑皮啊✌️,2
sample_1188,sample,失足妇女：呸，老娘没那么脏,2
sample_1189,sample,只有男人才知道当个男的有多苦女生我猜大部分都觉得过得还行下辈子继续,7
sample_1190,sample,嗯嗯是的，东北老弟,1
sample_1191,sample,霸凌和不完整的家庭氛围，造成的,4
sample_1192,sample,这不叫沦陷，这叫成为战斗前线，是好事，不然发的东西只有想法相近的人看得到有什么用？,5
sample_1193,sample,这不有人认为十万不算多，还要加大补贴的发放么，问题来了，谁引进的，谁发钱的,6
sample_1194,sample,幕刃这智商也是服了，自己妈妈说大实话不听，听网上的人吹牛逼,5
sample_1196,sample,7，能担起家庭责任，向棋子坦白，寻找第仨人；,3
sample_1197,sample,西南官话区的确实都不怎么地 实话实说,2
sample_1198,sample,给大伙辟辟，也许有些人的女神背后就是这种模样,3
sample_1199,sample,长三角就没什么媒体,3
sample_1201,sample,湖北话好听，但是武汉话难听😅,3
sample_1202,sample,男打女，进局子女打男笑笑就算男刀女死刑起笔女刀男爆1500,2
sample_1203,sample,作为江苏人 不知道该说什么 每次都被甩一脸浙江gdp哈哈哈哈哈,6
sample_1204,sample,其实京津才是东北黑的大本营，东北在广东没啥存在感。,4
sample_1205,sample,捅的好，应该虐杀幕刃,2
sample_1207,sample,因为我们不是同性恋，找黑女白女关我们屁事,3
sample_1208,sample,听说你很会删？那就一张张来,2
sample_1209,sample,座山雕貌似是西南那嘎达的吧？😅,1
sample_1210,sample,SB，吃馒头咸菜都觉得浪费,1
sample_1211,sample,黑人玩腻了就离婚，据说这个离婚了，离婚前说得多好。飞周人很多病的,4
sample_1212,sample,全国？你寄吧谁啊、你代表全国？,2
sample_1213,sample,主要你说的是结婚，给黑人白嫖拿爸爸的钱养黑人男友的eg不要太多,7
sample_1215,sample,这多麻烦……把处女改成必需,2
sample_1216,sample,但是我们上海男人真的做菜、洗碗、洗衣服呀😆，戴森就像我老婆一样😆。,4
sample_1217,sample,也不一定，我有次在知乎评论区看了一个男的和黑人裸上身合影，应该是同，但是太不挑了😅,5
sample_1218,sample,另外染艾的人有资格讲别人吗,2
sample_1219,sample,那只是伪女权，霸占了女权吧，就说自己是女权了，真正的女权其实都在男权吧里呀，不要因为田园女权上头啊,5
sample_1220,sample,女权能不能自己艳遇找精子生娃啊男的又不逼,1
sample_1222,sample,美国还歧视华人不照样有人去,3
sample_1223,sample,上一个类似回答存活了不到一天。,4
sample_1224,sample,如果是大户人家我没意见，但是这年头，谁还没个贷款。,1
sample_1225,sample,曲阜和孔子这不是好事吗🤣 后面那几个都没听说过🤣,4
sample_1226,sample,我现在就是好奇他们被黑是不都是你妨的。。。,2
sample_1228,sample,一百条才哪到哪，我那几个回答每个都有两百多条吧,3
sample_1230,sample,愚蠢的威廉，你点火烧了别人家的房子，难道自己就跑得了了？😅,3
sample_1231,sample,你这样找什么女朋友,1
sample_1232,sample,178算矮？楼主哪个省的？,1
sample_1233,sample,山东还不错，不过河南也排第五，但都是人口撑起来的，山东河南都相对好于东北一些,6
sample_1234,sample,黑人可是有共妻的习惯的，想找黑人的人，好好想想吧🤔🤔,4
sample_1235,sample,我怀疑你连法国怎么成为你口中的高卢乌鸡都不知道！！,4
sample_1236,sample,雀食，我老被删评删回答封号😞,2
sample_1237,sample,楼主可否拉我一下，一直进不去,2
sample_1238,sample,举报三非默有奖金！,1
sample_1239,sample,出来引战就别怕被骂啊母狗,3
sample_1240,sample,正常中国女的有几个看得上嘿人的，嫁给嘿人那些女的在中国能嫁得出去都够呛的！你这种不分青红皂白就给中国女人扣帽子的人比嫁嘿人的女人更可恶！,9
sample_1241,sample,笑死，你不支持尊重可以做到吗？,3
sample_1242,sample,赶紧去测测有艾滋吧？，别到时候啥啥找我们中国/冤大头要几十万彩礼结婚。,6
sample_1243,sample,张口闭口说国男不自信，然后发现你自己却不敢坦白？说白了你也不自信。,6
sample_1244,sample,把被删的老文私聊给我一份,1
sample_1245,sample,冒死支持一下,2
sample_1246,sample,这还需要纠结？一句话伞兵就完事了,3
sample_1247,sample,这种龟男必须抵制,3
sample_1248,sample,古龙水是一种迷香，特别适合使用来奸**人使用的，懂没有就是非洲黑人和美洲黑人身上的香水味道，是专门用来奸**人使用的迷香。,11
sample_1249,sample,把这一个驱逐出境了，却又引进成千上万个这样的人。,1
sample_1250,sample,我们男性应该好好学学法律，省的女犬发情腻上你，你不愿意就诬告你强奸?,5
sample_1251,sample,营口不是大工旁边那个,2
sample_1252,sample,你可能看不到黑人对你女友玩得有多花,4
sample_1253,sample,有失足风味的火锅么,1
sample_1256,sample,如果嫁过去非洲的那些女人，真的过得很好，怎么不见她们回国秀优越感？不是说她们爱攀比爱炫耀吗？只能证明她们根本就回不来了，没有机会说话了。被强迫卖淫还算轻的了，还有好多骗你拿身体帮他运毒，被抓了也不管你,26
sample_1257,sample,咱也不懂，啥时候湖北是中原了？,2
sample_1258,sample,所以，我已经告诉你了非洲去不得，你却还要跟非洲佬谈恋爱玩，那我也去服了！人生地不熟，那边的话你都不一定听得懂，中国的法律也无法延伸到非洲去保护你，总之跟非洲佬到了非洲，你的处境可想而知，要不要去试探人,14
sample_1259,sample,我是高贵的中国人,2
sample_1260,sample,生理不适为什么就全面反对？因为激素原因男女，男同，女同都对彼此可能会不适，但反对没必要啊，不能因为男女异性恋多就反对男同和女同,11
sample_1261,sample,没这18w，你这说话的口气再好也没用,2
sample_1262,sample,我对中国女性确实有看法，在外面待久了，你就知道外国人是怎么看中国女性的了。,7
sample_1263,sample,陕西南部人表示没有看见过黄土高坡，但是外地人一提陕西就是黄土高坡羊背心,5
sample_1264,sample,感觉认证是一个问题，信息真假难辨。,3
sample_1265,sample,这党政军领导的媳妇，按图中所说🤔,3
sample_1266,sample,只有一部分，知乎这话题底下大部分都是和男生抬杠的，装理中客的。,5
sample_1267,sample,大学学校（坐标广东）里也有不少黑人，住单独的留学生宿舍，好像没有在学校里见到过黑人eg搭配。大晚上经过里面吵得跟开Paty一样。有时候安静的时候也能听到某些黑人学习中文的录音机声音。不管男的女的都有一,31
sample_1268,sample,我们吃月饼赏月有一部分人(可千万别对号入座哦)吃糖赏月,2
sample_1269,sample,铁t面容和心理都是男，和百合完全不一样。或者说明白一点，你不打扮成女人样子，女女也得拿彩礼,9
sample_1270,sample,图中那个索玛女王被扒出来是个男的😆,2
sample_1271,sample,有些直男只是单纯恶心 男同do爱吧,3
sample_1272,sample,我找找找砖头好像被屏蔽了,1
sample_1273,sample,哈哈哈嘿畜就是一群没有脑子的寄生虫,5
sample_1274,sample,讲道理?有个屁用，现在这个鸟社会，一堆人检出不用告知，无法精确排除风险，那就只能全部排出去，这是在玩命，不是玩钱。,12
sample_1275,sample,没地方拉屎的人会不会拉我家门口?,3
sample_1276,sample,已经拿普信酒砸陌生女大学生了,3
sample_1277,sample,你发正常的帖子是钓不到同性异蛆的,4
sample_1278,sample,图上真是可笑，水和火能相容么,2
sample_1279,sample,是这样的，算是一种心理防御机制，一种超脱。但想象一下一个人工作了一天焦头烂额看到这种东西哪有那个弯弯绕绕的功夫这么想,10
sample_1280,sample,区别就是我们是高等的。,1
sample_1281,sample,那又不是上海人。,2
sample_1282,sample,帖子被删了,2
sample_1283,sample,赶走黑gou，复兴中华！,1
sample_1284,sample,找代孕不香吗，干嘛找个女人收割自己,3
sample_1285,sample,人家接受境外投资的，你以为,3
sample_1287,sample,你觉得我什么不行呢？你觉得种族歧视是个贬义词？,4
sample_1288,sample,把中国当成他们的殖民地。,2
sample_1289,sample,我说的并非是民族大义，你的评论恰恰证明了我说的民族性在个人上的体现，或者说你的想法就是你的民族性的体现,6
sample_1290,sample,我不能呼吸了😭😭😭😭😭,1
sample_1291,sample,你在哪，鞍山？大连？,1
sample_1292,sample,😅自从巩汉林在春晚上开地图炮，就打开了潘多拉魔盒。开第一炮是他，结果受害最严重是他自己老家。,4
sample_1293,sample,正常操作，谁叫人家是小仙女啊。,3
sample_1294,sample,看看左图的放大版，为啥他要对它的基友说它是在“复愁”，很明显，是我把它HIV荣誉证书的事告知大家,4
sample_1295,sample,p站被举报后我就没看过了，好看的都下架了😅,3
sample_1296,sample,只要你喜欢，黑都可以表达成粉色，因为你女朋友是浙江人您就表达了你黑的点是浙江人都有钱，有钱也能成被黑了。呵呵哒~,6
sample_1297,sample,对地域黑已经无力了，人就是想黑你，就是来黑你找乐子的，你凑上去解释在他们眼里看来就是ky，再怎么自证清白也只会得到一句“荷兰人急了”的回复，击不穿的立体防御。,9
sample_1298,sample,脑浆被换成了冰红茶,1
sample_1299,sample,并不是吹捧，你再想成为同性恋也成不了啊，这是基因决定的，而且绝后的担心太多余了，这世界上90%都是异性恋，腐女们只是希望让同志们多被世人看到，得到平等对待的权利，毕竟少数容易挨打吗？你可以去看一些有质,26
sample_1300,sample,是的，但山东黑东北最起劲的是沿海地区，内陆不太掺和，山东沿海连内陆山东老乡都歧视，山东大学学伴事件他们还有人幸灾乐祸，也不知道图个啥，很割裂,7
sample_1301,sample,打个比方 你有一个好兄弟，他看上了一个j女，大家都知道这不行啊，作为好朋友，你义正言辞的出来苦口婆心的教育他，劝他，可他不仅不听你的，还觉得你是嫉妒他找到了真爱，你怎么办？,9
sample_1302,sample,因为媚外是表象，借媚外打压锅男才是女拳的目的，反媚外就是反拳，逻辑没问题。,6
